date,open,high,low,close,volume,amount,turn,pctChg
2006-11-07,4.4383021,4.59354316,4.4383021,4.54577668,62751302,712100982.0,1.332601,3.818183
2006-11-08,4.48606858,4.5378156,4.45024372,4.48208804,47994252,541893167.0,1.019217,-1.401049
2006-11-09,4.48208804,4.6970372,4.44626318,4.6771345,73770172,846202607.0,1.566601,4.351685
2006-11-10,4.68509558,5.0154804,4.6771345,4.88014204,121193989,1482790410.0,2.573704,4.340427
2006-11-13,4.84829772,5.04732472,4.80053124,4.88014204,71897006,889313617.0,1.526822,0.0
2006-11-14,4.90800582,5.04732472,4.776648,4.90402528,64212729,792590622.0,1.363637,0.489392
2006-11-15,4.9358696,4.96771392,4.7567453,4.94781122,95113042,1163876396.0,2.019843,0.892862
2006-11-16,5.0154804,5.1946047,4.96771392,4.98761662,96771813,1236321570.0,2.055069,0.804501
2006-11-17,4.9557723,5.07916904,4.8960642,5.04334418,66968396,839141866.0,1.422157,1.117321
2006-11-20,5.1348966,5.373729,5.12693552,5.373729,80452193,1055028918.0,1.708502,6.550907
2006-11-21,5.3538263,5.4135344,5.25033226,5.35780684,85408813,1143914481.0,1.813762,-0.296296
2006-11-22,5.3339236,5.4732425,5.2145074,5.34984576,104206670,1391375394.0,2.212957,-0.148592
2006-11-23,5.38169008,5.4334371,5.2941182,5.36178738,65916661,889200468.0,1.399822,0.223219
2006-11-24,5.2543128,5.3140209,5.1547993,5.19062416,90364243,1182294184.0,1.918996,-3.192281
2006-11-27,5.09907174,5.13887714,4.92790852,5.0154804,129782892,1635446507.0,2.7561,-3.37423
2006-11-28,4.98761662,5.0751885,4.94383068,5.00751932,101581033,1278029440.0,2.157199,-0.158734
2006-11-29,4.88014204,5.12295498,4.84829772,5.06324688,92701404,1170796750.0,1.968629,1.11288
2006-11-30,5.0950912,5.22644902,5.0154804,5.2145074,97378288,1251591948.0,2.067948,2.987422
2006-12-01,5.21848794,5.2344101,5.10703282,5.18266308,72945073,947219014.0,1.549079,-0.610686
2006-12-04,5.174702,5.51702844,5.1149939,5.50110628,130680880,1763206158.0,2.77517,6.144387
2006-12-05,5.50508682,5.62848356,5.41751494,5.46926196,93534920,1299663145.0,1.986329,-0.578871
2006-12-06,5.4533398,5.56479492,5.21848794,5.37770954,74915597,1015564054.0,1.590925,-1.673941
2006-12-07,5.38169008,5.60858086,5.31800144,5.32198198,83674961,1147503730.0,1.776941,-1.036272
2006-12-08,5.2543128,5.36576792,5.12693552,5.16674092,77349436,1020399487.0,1.642611,-2.916981
2006-12-11,5.15877984,5.44139818,5.13887714,5.42945656,62625138,839185973.0,1.329922,5.084752
2006-12-12,5.45732034,5.62052248,5.37770954,5.47722304,82583536,1140122467.0,1.753763,0.879765
2006-12-13,5.5130479,5.6324641,5.4135344,5.44935926,90401555,1256180858.0,1.919789,-0.508726
2006-12-14,5.44935926,5.4931452,5.3140209,5.4334371,69710563,943705722.0,1.48039,-0.292184
2006-12-15,5.4334371,5.5926587,5.373729,5.5528533,75677493,1045539252.0,1.607105,2.197804
2006-12-18,5.572756,5.89517974,5.52498952,5.88323812,112100147,1602103158.0,2.380585,5.94982
2006-12-19,5.88323812,6.04245972,5.74789976,5.79964678,102819567,1521314445.0,2.1835,-1.420839
2006-12-20,5.7120749,5.89916028,5.65634734,5.86731596,48310678,702222472.0,1.025937,1.166782
2006-12-21,5.82751056,6.04644026,5.82751056,5.88323812,79460771,1184666985.0,1.687448,0.27137
2006-12-22,5.8513938,6.0902262,5.84343272,5.98673216,69602309,1046719034.0,1.478091,1.759135
2006-12-25,5.9907127,6.43255264,5.9907127,6.18575916,101789824,1583809071.0,2.161633,3.324468
2006-12-26,6.1300316,6.28527266,6.0902262,6.17381754,59878204,933975416.0,1.271588,-0.193049
2006-12-27,6.169837,6.368864,6.11410944,6.33303914,32931119,517272074.0,0.699333,2.578979
2006-12-28,6.32507806,6.567891,6.169837,6.19770078,75290617,1202553173.0,1.598889,-2.137022
2006-12-29,6.2892532,6.567891,6.2892532,6.51216344,91953572,1492239733.0,1.952459,5.073866
2007-01-04,6.76293746,7.0853612,6.169837,6.35294184,153445798,2581634899.0,3.258129,-2.444991
2007-01-05,6.27333104,6.27333104,5.97081,6.06634296,112798040,1734505519.0,2.395051,-4.51128
2007-01-08,6.11410944,6.4484748,6.11410944,6.368864,96109663,1520354778.0,2.040705,4.986878
2007-01-09,6.3091559,6.567891,6.2892532,6.54002722,93174423,1515083821.0,1.978381,2.687502
2007-01-10,6.60371586,6.71915152,6.4285721,6.66342396,74649131,1232329859.0,1.585032,1.886789
2007-01-11,6.65148234,6.7271126,6.44051372,6.46041642,74513596,1234051634.0,1.582154,-3.046597
2007-01-12,6.37682508,6.52410506,6.1897397,6.32507806,65362344,1050398700.0,1.387845,-2.094881
2007-01-15,6.32109752,6.6873072,6.25740888,6.6475018,69527151,1133435406.0,1.476276,5.097548
2007-01-16,6.71119044,6.93410068,6.6475018,6.80274286,86720395,1482036095.0,1.841342,2.335326
2007-01-17,6.8067234,6.95798392,6.4484748,6.55196884,74385794,1256510466.0,1.57944,-3.686373
2007-01-18,6.54002722,6.69924882,6.11410944,6.2494478,98331202,1568227508.0,2.087875,-4.61725
2007-01-19,6.4086694,6.71517098,6.3887667,6.55992992,82926044,1360767690.0,1.760776,4.968151
2007-01-22,6.69128774,7.01769202,6.69128774,6.97788662,108517050,1881975275.0,2.304152,6.371366
2007-01-23,7.00973094,7.59487032,6.98982824,7.48739574,129861605,2360196775.0,2.757363,7.301761
2007-01-24,7.5232206,7.84564434,7.164972,7.22069956,123108907,2326871959.0,2.613983,-3.561936
2007-01-25,7.24856334,7.40778494,7.1052639,7.1848747,90520617,1648457942.0,1.922033,-0.496142
2007-01-26,7.13312768,7.76603354,7.0057504,7.65855896,98526885,1818189605.0,2.09203,6.592801
